;EXPER-FINAL-ALTERNATIVO-1-50000-LARS2019-LRTA - COMPLETE50;
RSearch-w-Vaw(No,x,Pmin);325,308828;113,731751;62,727197;39,678009;43,517755;31,278944;
RSearch-w-Vaw(No,x,Dmin);74,266014;81,505132;84,689013;66,376351;61,716338;53,590427;
RSearch-w-Vaw(Unit,x,No);318,254740;158,273380;119,568867;100,019090;87,746391;79,105983;
RSearch-w-Vaw(Unit,x,Unit);185,621355;68,011989;43,927174;32,595863;26,393369;22,149562;
RSearch-w-Vaw(Unit,x,Pmin);318,254740;158,273380;119,568867;100,019090;87,746391;79,105983;
RSearch-w-Vaw(Unit,x,Dmin);474,394174;149,255179;112,675674;100,074892;77,493037;65,214694;
RSearch-w-Vaw(Pmin,x,No);325,308828;113,731751;62,727197;39,678009;43,517755;31,278944;
RSearch-w-Vaw(Pmin,x,Unit);391,580534;163,326508;132,071200;107,196945;100,270343;84,652640;
RSearch-w-Vaw(Pmin,x,Pmin);325,308828;113,731751;62,727197;39,678009;43,517755;31,278944;
RSearch-w-Vaw(Pmin,x,Dmin);74,266014;81,505132;84,689013;66,376351;61,716338;53,590427;
RSearch-w-Vaw(Dmin,x,No);325,526657;63,474731;51,555664;39,572443;45,258549;31,288326;
RSearch-w-Vaw(Dmin,x,Unit);391,580534;163,326508;132,071200;107,196945;100,270343;84,652640;
RSearch-w-Vaw(Dmin,x,Pmin);325,526657;63,474731;51,555664;39,572443;45,258549;31,288326;
RSearch-w-Vaw(Dmin,x,Dmin);74,120486;89,822073;76,462167;74,216804;58,837689;51,543527;


QMI - StdDev
;1;4;7;10;13;16;
RSearch-NCount;2,280567;1,145514;0,233271;0,113407;0,173213;0,089179;
RSearch-Vaw;10,702361;17,081198;9,165693;9,250413;3,703924;4,034713;
RSearch-LRTA*-unit;0,818466;0,580570;0,193878;0,143467;0,106459;0,049562;
RSearch-Full-LRTA*;0,045714;0,007702;0,010091;0,004317;0,006902;0,004334;
RSearch-w-NC(No,+,No);0,074089;0,011372;0,010390;0,017381;0,003106;0,007150;
RSearch-w-NC(No,+,Unit);281,105290;17,599590;12,584166;13,686002;11,837528;1,600033;
RSearch-w-NC(No,+,Pmin);4,494935;1,784163;4,003058;1,514223;9,800401;3,735481;
RSearch-w-NC(No,+,Dmin);0,074089;0,011372;0,010390;0,017381;0,003106;0,007150;
RSearch-w-NC(Unit,+,No);0,309242;0,202722;0,208688;0,116888;0,420968;2,683471;
RSearch-w-NC(Unit,+,Unit);0,196552;0,081064;0,073801;0,055439;0,102598;0,158929;
RSearch-w-NC(Unit,+,Pmin);0,516537;0,388026;0,284212;0,426185;0,534430;0,625717;
RSearch-w-NC(Unit,+,Dmin);0,309242;0,202722;0,208688;0,116888;0,420968;2,683471;
RSearch-w-NC(Pmin,+,No);0,065145;0,019485;0,014576;0,023801;0,005036;0,010241;
RSearch-w-NC(Pmin,+,Unit);281,105290;17,599590;12,584166;13,686002;11,837528;1,600033;
RSearch-w-NC(Pmin,+,Pmin);3,230947;2,625560;3,848251;7,972335;7,561360;7,558329;
RSearch-w-NC(Pmin,+,Dmin);0,065145;0,019485;0,014576;0,023801;0,005036;0,010241;
RSearch-w-NC(Dmin,+,No);0,074089;0,011372;0,010390;0,017381;0,003106;0,007150;
RSearch-w-NC(Dmin,+,Unit);281,105290;17,599590;12,584166;13,686002;11,837528;1,600033;
RSearch-w-NC(Dmin,+,Pmin);4,494935;1,784163;4,003058;1,514223;9,800401;3,735481;
RSearch-w-NC(Dmin,+,Dmin);0,074089;0,011372;0,010390;0,017381;0,003106;0,007150;
RSearch-w-NC(No,x,No);0,739270;5,889140;8,813469;3,058505;12,198817;7,604698;
RSearch-w-NC(No,x,Unit);2,429402;0,550286;0,212288;0,228611;0,147076;0,109459;
RSearch-w-NC(No,x,Pmin);0,749521;5,925061;8,813469;1,549348;12,198817;7,604698;
RSearch-w-NC(No,x,Dmin);0,076243;0,048093;0,040403;0,010215;0,007021;0,043440;
RSearch-w-NC(Unit,x,No);0,021469;0,142775;0,072309;0,019976;0,045264;0,036277;
RSearch-w-NC(Unit,x,Unit);4,108898;0,731672;0,142589;0,173538;0,073162;0,062334;
RSearch-w-NC(Unit,x,Pmin);0,021469;0,142775;0,072309;0,019976;0,045264;0,036277;
RSearch-w-NC(Unit,x,Dmin);310,252272;18,387119;13,966348;0,001832;12,569380;11,331583;
RSearch-w-NC(Pmin,x,No);0,739270;5,889140;8,813469;3,058505;12,198817;7,604698;
RSearch-w-NC(Pmin,x,Unit);2,429402;0,550286;0,212288;0,228611;0,147076;0,109459;
RSearch-w-NC(Pmin,x,Pmin);0,749521;5,925061;8,813469;1,549348;12,198817;7,604698;
RSearch-w-NC(Pmin,x,Dmin);0,076243;0,048093;0,040403;0,010215;0,007021;0,043440;
RSearch-w-NC(Dmin,x,No);2,477000;4,900788;8,776136;6,958017;5,428034;11,689082;
RSearch-w-NC(Dmin,x,Unit);2,429402;0,550286;0,212288;0,228611;0,147076;0,109459;
RSearch-w-NC(Dmin,x,Pmin);2,477000;4,900788;10,408268;4,319544;5,428034;9,803018;
RSearch-w-NC(Dmin,x,Dmin);0,050875;0,037000;0,017529;0,023520;0,035094;0,023184;
RSearch-w-Vaw(No,+,No);9,900337;7,385127;13,080292;2,881013;7,909323;4,213806;
RSearch-w-Vaw(No,+,Unit);309,373418;18,299559;0,005517;0,004312;0,022667;1,391541;
RSearch-w-Vaw(No,+,Pmin);42,293429;11,878275;10,413499;1,038716;0,427530;0,982527;
RSearch-w-Vaw(No,+,Dmin);9,900337;7,385127;13,080292;2,881013;7,909323;4,213806;
RSearch-w-Vaw(Unit,+,No);8,843172;14,182170;9,272967;6,723639;5,212573;5,151170;
RSearch-w-Vaw(Unit,+,Unit);6,705422;2,439786;2,367669;1,598581;1,864957;0,741412;
RSearch-w-Vaw(Unit,+,Pmin);0,988987;19,582598;13,461295;8,966406;10,128520;8,007364;
RSearch-w-Vaw(Unit,+,Dmin);8,843172;14,182170;9,272967;6,723639;5,212573;5,151170;
RSearch-w-Vaw(Pmin,+,No);9,875324;4,874251;11,127990;6,206159;4,923400;4,016035;
RSearch-w-Vaw(Pmin,+,Unit);309,373418;18,303095;0,005517;0,004312;0,022667;1,389192;
RSearch-w-Vaw(Pmin,+,Pmin);35,001774;3,118935;43,292608;1,340355;0,797737;1,498533;
RSearch-w-Vaw(Pmin,+,Dmin);9,875324;4,874251;11,127990;6,206159;4,923400;4,016035;
RSearch-w-Vaw(Dmin,+,No);9,900337;7,385127;13,080292;2,881013;7,909323;4,213806;
RSearch-w-Vaw(Dmin,+,Unit);309,373418;18,299559;0,005517;0,004312;0,022667;1,391541;
RSearch-w-Vaw(Dmin,+,Pmin);42,293429;11,878275;10,413499;1,038716;0,427530;0,982527;
RSearch-w-Vaw(Dmin,+,Dmin);9,900337;7,385127;13,080292;2,881013;7,909323;4,213806;
RSearch-w-Vaw(No,x,No);54,483935;64,940317;31,483755;0,877616;15,442544;1,164298;
RSearch-w-Vaw(No,x,Unit);6,631887;6,796301;14,167655;4,774009;4,283494;1,122367;
RSearch-w-Vaw(No,x,Pmin);54,483935;64,940317;31,483755;0,877616;15,442544;1,164298;
RSearch-w-Vaw(No,x,Dmin);8,627638;9,538063;7,039785;5,222114;1,655475;3,111296;
RSearch-w-Vaw(Unit,x,No);0,021469;0,142775;0,072309;0,019976;0,045264;0,036277;
RSearch-w-Vaw(Unit,x,Unit);1,918707;0,215391;0,167056;0,154020;0,061237;0,094623;
RSearch-w-Vaw(Unit,x,Pmin);0,021469;0,142775;0,072309;0,019976;0,045264;0,036277;
RSearch-w-Vaw(Unit,x,Dmin);310,252272;18,387119;13,966348;0,001832;12,569380;11,331583;
RSearch-w-Vaw(Pmin,x,No);54,483935;64,940317;31,483755;0,877616;15,442544;1,164298;
RSearch-w-Vaw(Pmin,x,Unit);6,631887;6,796301;14,167655;4,774009;4,283494;1,122367;
RSearch-w-Vaw(Pmin,x,Pmin);54,483935;64,940317;31,483755;0,877616;15,442544;1,164298;
RSearch-w-Vaw(Pmin,x,Dmin);8,627638;9,538063;7,039785;5,222114;1,655475;3,111296;
RSearch-w-Vaw(Dmin,x,No);54,930451;4,628478;9,162795;0,706272;22,202429;1,157936;
RSearch-w-Vaw(Dmin,x,Unit);6,631887;6,796301;14,167655;4,774009;4,283494;1,122367;
RSearch-w-Vaw(Dmin,x,Pmin);54,930451;4,628478;9,162795;0,706272;22,202429;1,157936;
RSearch-w-Vaw(Dmin,x,Dmin);8,581988;11,936323;15,305200;8,905484;6,809785;4,990518;


SDF - Mean
;1;4;7;10;13;16;
RSearch-NCount;0,000009;0,000011;0,000019;0,000025;0,000031;0,000038;
RSearch-Vaw;0,000006;0,000081;0,000326;0,000886;0,001298;0,001538;
RSearch-LRTA*-unit;0,000030;0,000177;0,000389;0,000674;0,001023;0,001345;
RSearch-Full-LRTA*;0,005445;0,021363;0,036864;0,052269;0,067598;0,082565;
RSearch-w-NC(No,+,No);0,000016;0,000019;0,000018;0,000026;0,000028;0,000029;
RSearch-w-NC(No,+,Unit);0,079014;0,075041;0,068931;0,094657;0,084856;0,095870;
RSearch-w-NC(No,+,Pmin);0,002839;0,010079;0,018814;0,026999;0,037689;0,042969;
RSearch-w-NC(No,+,Dmin);0,000016;0,000019;0,000018;0,000026;0,000028;0,000029;
RSearch-w-NC(Unit,+,No);0,000008;0,000016;0,000026;0,000031;0,000049;0,000065;
RSearch-w-NC(Unit,+,Unit);0,000007;0,000015;0,000023;0,000034;0,000035;0,000066;
RSearch-w-NC(Unit,+,Pmin);0,000369;0,001248;0,002193;0,003175;0,004147;0,005140;
RSearch-w-NC(Unit,+,Dmin);0,000008;0,000016;0,000026;0,000031;0,000049;0,000065;
RSearch-w-NC(Pmin,+,No);0,000015;0,000017;0,000021;0,000025;0,000028;0,000031;
RSearch-w-NC(Pmin,+,Unit);0,079014;0,075041;0,068931;0,094657;0,084856;0,095870;
RSearch-w-NC(Pmin,+,Pmin);0,002628;0,010712;0,017988;0,026650;0,034292;0,042758;
RSearch-w-NC(Pmin,+,Dmin);0,000015;0,000017;0,000021;0,000025;0,000028;0,000031;
RSearch-w-NC(Dmin,+,No);0,000016;0,000019;0,000018;0,000026;0,000028;0,000029;
RSearch-w-NC(Dmin,+,Unit);0,079014;0,075041;0,068931;0,094657;0,084856;0,095870;
RSearch-w-NC(Dmin,+,Pmin);0,002839;0,010079;0,018814;0,026999;0,037689;0,042969;
RSearch-w-NC(Dmin,+,Dmin);0,000016;0,000019;0,000018;0,000026;0,000028;0,000029;
RSearch-w-NC(No,x,No);0,002690;0,010759;0,018370;0,025731;0,036540;0,044333;
RSearch-w-NC(No,x,Unit);0,000008;0,000014;0,000022;0,000027;0,000035;0,000036;
RSearch-w-NC(No,x,Pmin);0,002691;0,010696;0,018370;0,025763;0,036540;0,044333;
RSearch-w-NC(No,x,Dmin);0,000022;0,000025;0,000029;0,000030;0,000036;0,000054;
RSearch-w-NC(Unit,x,No);0,010795;0,043412;0,076093;0,108777;0,141506;0,174222;
RSearch-w-NC(Unit,x,Unit);0,000013;0,000021;0,000025;0,000033;0,000035;0,000036;
RSearch-w-NC(Unit,x,Pmin);0,010795;0,043412;0,076093;0,108777;0,141506;0,174222;
RSearch-w-NC(Unit,x,Dmin);0,028332;0,053105;0,080157;0,109095;0,137458;0,180373;
RSearch-w-NC(Pmin,x,No);0,002690;0,010759;0,018370;0,025731;0,036540;0,044333;
RSearch-w-NC(Pmin,x,Unit);0,000008;0,000014;0,000022;0,000027;0,000035;0,000036;
RSearch-w-NC(Pmin,x,Pmin);0,002691;0,010696;0,018370;0,025763;0,036540;0,044333;
RSearch-w-NC(Pmin,x,Dmin);0,000022;0,000025;0,000029;0,000030;0,000036;0,000054;
RSearch-w-NC(Dmin,x,No);0,002966;0,011511;0,019331;0,026735;0,035433;0,043793;
RSearch-w-NC(Dmin,x,Unit);0,000008;0,000014;0,000022;0,000027;0,000035;0,000036;
RSearch-w-NC(Dmin,x,Pmin);0,002966;0,011511;0,019726;0,027005;0,035433;0,043322;
RSearch-w-NC(Dmin,x,Dmin);0,000022;0,000025;0,000029;0,000035;0,000030;0,000041;
RSearch-w-Vaw(No,+,No);0,000009;0,000073;0,000231;0,000821;0,001237;0,001342;
RSearch-w-Vaw(No,+,Unit);0,080252;0,083604;0,189335;0,110041;0,131043;0,163945;
RSearch-w-Vaw(No,+,Pmin);0,035767;0,136105;0,177065;0,374273;0,199295;0,421845;
RSearch-w-Vaw(No,+,Dmin);0,000009;0,000073;0,000231;0,000821;0,001237;0,001342;
RSearch-w-Vaw(Unit,+,No);0,000006;0,000037;0,000095;0,000156;0,000650;0,000276;
RSearch-w-Vaw(Unit,+,Unit);0,000017;0,000129;0,000185;0,000219;0,000253;0,000344;
RSearch-w-Vaw(Unit,+,Pmin);0,042440;0,173188;0,256232;0,423608;0,470416;0,602697;
RSearch-w-Vaw(Unit,+,Dmin);0,000006;0,000037;0,000095;0,000156;0,000650;0,000276;
RSearch-w-Vaw(Pmin,+,No);0,000008;0,000045;0,001315;0,000564;0,000944;0,002097;
RSearch-w-Vaw(Pmin,+,Unit);0,080252;0,083651;0,189335;0,110041;0,131043;0,164016;
RSearch-w-Vaw(Pmin,+,Pmin);0,035663;0,132340;0,193931;0,208847;0,168929;0,467107;
RSearch-w-Vaw(Pmin,+,Dmin);0,000008;0,000045;0,001315;0,000564;0,000944;0,002097;
RSearch-w-Vaw(Dmin,+,No);0,000009;0,000073;0,000231;0,000821;0,001237;0,001342;
RSearch-w-Vaw(Dmin,+,Unit);0,080252;0,083604;0,189335;0,110041;0,131043;0,163945;
RSearch-w-Vaw(Dmin,+,Pmin);0,035767;0,136105;0,177065;0,374273;0,199295;0,421845;
RSearch-w-Vaw(Dmin,+,Dmin);0,000009;0,000073;0,000231;0,000821;0,001237;0,001342;
RSearch-w-Vaw(No,x,No);0,032574;0,186225;0,237360;0,394367;0,272603;0,494442;
RSearch-w-Vaw(No,x,Unit);0,000008;0,000129;0,000377;0,000621;0,001393;0,002417;
RSearch-w-Vaw(No,x,Pmin);0,032574;0,186225;0,237360;0,394367;0,272603;0,494442;
RSearch-w-Vaw(No,x,Dmin);0,000010;0,000046;0,000776;0,000455;0,000526;0,000675;
RSearch-w-Vaw(Unit,x,No);0,010795;0,043412;0,076093;0,108777;0,141506;0,174222;
RSearch-w-Vaw(Unit,x,Unit);0,001104;0,002337;0,003789;0,005639;0,007768;0,010682;
RSearch-w-Vaw(Unit,x,Pmin);0,010795;0,043412;0,076093;0,108777;0,141506;0,174222;
RSearch-w-Vaw(Unit,x,Dmin);0,028332;0,053105;0,080157;0,109095;0,137458;0,180373;
RSearch-w-Vaw(Pmin,x,No);0,032574;0,186225;0,237360;0,394367;0,272603;0,494442;
RSearch-w-Vaw(Pmin,x,Unit);0,000008;0,000129;0,000377;0,000621;0,001393;0,002417;
RSearch-w-Vaw(Pmin,x,Pmin);0,032574;0,186225;0,237360;0,394367;0,272603;0,494442;
RSearch-w-Vaw(Pmin,x,Dmin);0,000010;0,000046;0,000776;0,000455;0,000526;0,000675;
RSearch-w-Vaw(Dmin,x,No);0,032600;0,169940;0,249119;0,446699;0,341364;0,274632;
RSearch-w-Vaw(Dmin,x,Unit);0,000008;0,000129;0,000377;0,000621;0,001393;0,002417;
RSearch-w-Vaw(Dmin,x,Pmin);0,032600;0,169940;0,249119;0,446699;0,341364;0,274632;
RSearch-w-Vaw(Dmin,x,Dmin);0,000009;0,000061;0,000184;0,000345;0,000385;0,000604;


SDF - StdDev
;1;4;7;10;13;16;
RSearch-NCount;0,000001;0,000002;0,000002;0,000004;0,000002;0,000004;
RSearch-Vaw;0,000002;0,000032;0,000128;0,000374;0,000936;0,000804;
RSearch-LRTA*-unit;0,000004;0,000009;0,000029;0,000066;0,000082;0,000027;
RSearch-Full-LRTA*;0,000020;0,000058;0,000166;0,000160;0,000118;0,000179;
RSearch-w-NC(No,+,No);0,000001;0,000001;0,000001;0,000004;0,000004;0,000004;
RSearch-w-NC(No,+,Unit);0,036170;0,023929;0,014373;0,038806;0,003170;0,010727;
RSearch-w-NC(No,+,Pmin);0,000122;0,000587;0,001935;0,001507;0,003394;0,002618;
RSearch-w-NC(No,+,Dmin);0,000001;0,000001;0,000001;0,000004;0,000004;0,000004;
RSearch-w-NC(Unit,+,No);0,000002;0,000001;0,000004;0,000005;0,000003;0,000010;
RSearch-w-NC(Unit,+,Unit);0,000002;0,000003;0,000003;0,000007;0,000007;0,000023;
RSearch-w-NC(Unit,+,Pmin);0,000012;0,000021;0,000106;0,000083;0,000163;0,000137;
RSearch-w-NC(Unit,+,Dmin);0,000002;0,000001;0,000004;0,000005;0,000003;0,000010;
RSearch-w-NC(Pmin,+,No);0,000000;0,000001;0,000002;0,000002;0,000006;0,000001;
RSearch-w-NC(Pmin,+,Unit);0,036170;0,023929;0,014373;0,038806;0,003170;0,010727;
RSearch-w-NC(Pmin,+,Pmin);0,000164;0,001293;0,002455;0,002369;0,002803;0,003208;
RSearch-w-NC(Pmin,+,Dmin);0,000000;0,000001;0,000002;0,000002;0,000006;0,000001;
RSearch-w-NC(Dmin,+,No);0,000001;0,000001;0,000001;0,000004;0,000004;0,000004;
RSearch-w-NC(Dmin,+,Unit);0,036170;0,023929;0,014373;0,038806;0,003170;0,010727;
RSearch-w-NC(Dmin,+,Pmin);0,000122;0,000587;0,001935;0,001507;0,003394;0,002618;
RSearch-w-NC(Dmin,+,Dmin);0,000001;0,000001;0,000001;0,000004;0,000004;0,000004;
RSearch-w-NC(No,x,No);0,000178;0,000760;0,000891;0,001014;0,005531;0,002623;
RSearch-w-NC(No,x,Unit);0,000002;0,000001;0,000003;0,000002;0,000006;0,000005;
RSearch-w-NC(No,x,Pmin);0,000178;0,000705;0,000891;0,000992;0,005531;0,002623;
RSearch-w-NC(No,x,Dmin);0,000002;0,000003;0,000003;0,000004;0,000005;0,000018;
RSearch-w-NC(Unit,x,No);0,000001;0,000017;0,000010;0,000023;0,000018;0,000040;
RSearch-w-NC(Unit,x,Unit);0,000003;0,000002;0,000002;0,000002;0,000003;0,000006;
RSearch-w-NC(Unit,x,Pmin);0,000001;0,000017;0,000010;0,000023;0,000018;0,000040;
RSearch-w-NC(Unit,x,Dmin);0,034824;0,018922;0,007579;0,000004;0,005341;0,016115;
RSearch-w-NC(Pmin,x,No);0,000178;0,000760;0,000891;0,001014;0,005531;0,002623;
RSearch-w-NC(Pmin,x,Unit);0,000002;0,000001;0,000003;0,000002;0,000006;0,000005;
RSearch-w-NC(Pmin,x,Pmin);0,000178;0,000705;0,000891;0,000992;0,005531;0,002623;
RSearch-w-NC(Pmin,x,Dmin);0,000002;0,000003;0,000003;0,000004;0,000005;0,000018;
RSearch-w-NC(Dmin,x,No);0,000148;0,001017;0,001851;0,001979;0,003347;0,003201;
RSearch-w-NC(Dmin,x,Unit);0,000002;0,000001;0,000003;0,000002;0,000006;0,000005;
RSearch-w-NC(Dmin,x,Pmin);0,000148;0,001017;0,001536;0,002461;0,003347;0,003612;
RSearch-w-NC(Dmin,x,Dmin);0,000002;0,000003;0,000007;0,000008;0,000005;0,000006;
RSearch-w-Vaw(No,+,No);0,000001;0,000040;0,000087;0,000218;0,000455;0,000718;
RSearch-w-Vaw(No,+,Unit);0,034678;0,014427;0,119170;0,000890;0,002405;0,018045;
RSearch-w-Vaw(No,+,Pmin);0,004895;0,043831;0,073934;0,165303;0,087126;0,205347;
RSearch-w-Vaw(No,+,Dmin);0,000001;0,000040;0,000087;0,000218;0,000455;0,000718;
RSearch-w-Vaw(Unit,+,No);0,000002;0,000004;0,000031;0,000053;0,000881;0,000102;
RSearch-w-Vaw(Unit,+,Unit);0,000010;0,000075;0,000097;0,000058;0,000083;0,000046;
RSearch-w-Vaw(Unit,+,Pmin);0,000639;0,006561;0,069320;0,009864;0,140264;0,129633;
RSearch-w-Vaw(Unit,+,Dmin);0,000002;0,000004;0,000031;0,000053;0,000881;0,000102;
RSearch-w-Vaw(Pmin,+,No);0,000002;0,000010;0,002290;0,000166;0,000384;0,001184;
RSearch-w-Vaw(Pmin,+,Unit);0,034678;0,014450;0,119170;0,000890;0,002405;0,018003;
RSearch-w-Vaw(Pmin,+,Pmin);0,005409;0,045824;0,092617;0,101517;0,056076;0,195737;
RSearch-w-Vaw(Pmin,+,Dmin);0,000002;0,000010;0,002290;0,000166;0,000384;0,001184;
RSearch-w-Vaw(Dmin,+,No);0,000001;0,000040;0,000087;0,000218;0,000455;0,000718;
RSearch-w-Vaw(Dmin,+,Unit);0,034678;0,014427;0,119170;0,000890;0,002405;0,018045;
RSearch-w-Vaw(Dmin,+,Pmin);0,004895;0,043831;0,073934;0,165303;0,087126;0,205347;
RSearch-w-Vaw(Dmin,+,Dmin);0,000001;0,000040;0,000087;0,000218;0,000455;0,000718;
RSearch-w-Vaw(No,x,No);0,007976;0,062705;0,095492;0,352252;0,187240;0,367281;
RSearch-w-Vaw(No,x,Unit);0,000002;0,000110;0,000151;0,000234;0,000758;0,001189;
RSearch-w-Vaw(No,x,Pmin);0,007976;0,062705;0,095492;0,352252;0,187240;0,367281;
RSearch-w-Vaw(No,x,Dmin);0,000000;0,000012;0,001091;0,000249;0,000199;0,000283;
RSearch-w-Vaw(Unit,x,No);0,000001;0,000017;0,000010;0,000023;0,000018;0,000040;
RSearch-w-Vaw(Unit,x,Unit);0,000021;0,000042;0,000033;0,000060;0,000083;0,000115;
RSearch-w-Vaw(Unit,x,Pmin);0,000001;0,000017;0,000010;0,000023;0,000018;0,000040;
RSearch-w-Vaw(Unit,x,Dmin);0,034824;0,018922;0,007579;0,000004;0,005341;0,016115;
RSearch-w-Vaw(Pmin,x,No);0,007976;0,062705;0,095492;0,352252;0,187240;0,367281;
RSearch-w-Vaw(Pmin,x,Unit);0,000002;0,000110;0,000151;0,000234;0,000758;0,001189;
RSearch-w-Vaw(Pmin,x,Pmin);0,007976;0,062705;0,095492;0,352252;0,187240;0,367281;
RSearch-w-Vaw(Pmin,x,Dmin);0,000000;0,000012;0,001091;0,000249;0,000199;0,000283;
RSearch-w-Vaw(Dmin,x,No);0,008002;0,074217;0,100169;0,324110;0,213165;0,148621;
RSearch-w-Vaw(Dmin,x,Unit);0,000002;0,000110;0,000151;0,000234;0,000758;0,001189;
RSearch-w-Vaw(Dmin,x,Pmin);0,008002;0,074217;0,100169;0,324110;0,213165;0,148621;
RSearch-w-Vaw(Dmin,x,Dmin);0,000001;0,000024;0,000091;0,000095;0,000302;0,000350;


